Time,Voltage(V),Current(A),Energy(Wh),Capacity(Ah),Energy Proportion(%),Capacity Proportion(%),Irradiance(W/m2),Irradiance/100,Power(W),Efficiency(%)
02:24:20,5.1610,0.0091,4.4430,1.5133,90.12,92.19,522,5.22,0.05,0.01
02:24:30,5.1610,0.0091,4.4431,1.5133,90.13,92.19,520,5.2,0.05,0.01
02:24:40,5.1610,0.0090,4.4433,1.5134,90.13,92.19,521,5.21,0.05,0.01
02:24:50,5.1610,0.0373,4.4438,1.5135,90.14,92.20,518,5.18,0.19,0.04
02:25:00,5.1610,0.0092,4.4439,1.5135,90.14,92.20,519,5.19,0.05,0.01
02:25:10,5.1610,0.0091,4.4441,1.5135,90.14,92.20,517,5.17,0.05,0.01
02:25:20,5.1130,0.1990,4.4469,1.5141,90.20,92.23,517,5.17,1.02,0.2
02:25:30,5.1610,0.0092,4.4470,1.5141,90.20,92.24,515,5.15,0.05,0.01
02:25:40,5.1610,0.0092,4.4471,1.5141,90.21,92.24,515,5.15,0.05,0.01
02:25:50,5.1610,0.0091,4.4473,1.5142,90.21,92.24,513,5.13,0.05,0.01
02:26:00,4.3470,0.3041,4.4509,1.5150,90.28,92.29,512,5.12,1.32,0.26
02:26:10,5.1610,0.0091,4.4511,1.5150,90.29,92.29,511,5.11,0.05,0.01
02:26:20,5.1420,0.1140,4.4527,1.5153,90.32,92.31,510,5.1,0.59,0.11
02:26:30,5.1610,0.0092,4.4528,1.5154,90.32,92.31,507,5.07,0.05,0.01
02:26:40,3.9840,0.4249,4.4575,1.5165,90.42,92.38,508,5.08,1.69,0.33
02:26:50,5.1610,0.0091,4.4577,1.5166,90.42,92.39,507,5.07,0.05,0.01
02:27:00,3.3550,0.4167,4.4616,1.5177,90.50,92.46,506,5.06,1.4,0.27
02:27:10,5.1610,0.0092,4.4617,1.5178,90.50,92.46,506,5.06,0.05,0.01
02:27:20,4.6100,0.3016,4.4655,1.5186,90.58,92.51,506,5.06,1.39,0.27
02:27:30,5.1610,0.0092,4.4657,1.5186,90.58,92.51,504,5.04,0.05,0.01
02:27:40,5.1610,0.0515,4.4664,1.5188,90.60,92.52,504,5.04,0.27,0.05
02:27:50,5.1610,0.0092,4.4665,1.5188,90.60,92.52,504,5.04,0.05,0.01
02:28:00,4.4540,0.2843,4.4701,1.5196,90.67,92.57,504,5.04,1.27,0.25
02:28:10,5.1610,0.0090,4.4702,1.5196,90.68,92.57,503,5.03,0.05,0.01
02:28:20,5.1610,0.0510,4.4709,1.5197,90.69,92.58,503,5.03,0.26,0.05
02:28:30,5.1610,0.0092,4.4711,1.5198,90.69,92.58,503,5.03,0.05,0.01
02:28:40,5.1610,0.0091,4.4712,1.5198,90.70,92.58,504,5.04,0.05,0.01
02:28:50,5.1610,0.0092,4.4713,1.5198,90.70,92.58,502,5.02,0.05,0.01
02:29:00,5.1610,0.0092,4.4715,1.5198,90.70,92.59,499,4.99,0.05,0.01
02:29:10,5.1190,0.1598,4.4737,1.5203,90.75,92.61,495,4.95,0.82,0.16
02:29:20,5.1610,0.0092,4.4739,1.5203,90.75,92.61,499,4.99,0.05,0.01
02:29:30,4.2400,0.2666,4.4770,1.5211,90.81,92.66,497,4.97,1.13,0.23
02:29:40,5.1610,0.0091,4.4771,1.5211,90.82,92.66,499,4.99,0.05,0.01
02:29:50,5.1560,0.0293,4.4775,1.5212,90.82,92.67,499,4.99,0.15,0.03
02:30:00,5.1610,0.0091,4.4777,1.5212,90.83,92.67,501,5.01,0.05,0.01
02:30:10,4.7330,0.2965,4.4816,1.5220,90.91,92.72,497,4.97,1.4,0.28
02:30:20,5.1610,0.0091,4.4817,1.5220,90.91,92.72,494,4.94,0.05,0.01
02:30:30,3.5980,0.3868,4.4856,1.5231,90.99,92.78,495,4.95,1.39,0.28
02:30:40,5.1610,0.0091,4.4857,1.5231,90.99,92.79,497,4.97,0.05,0.01
02:30:50,3.3810,0.4216,4.4897,1.5243,91.07,92.86,495,4.95,1.43,0.29
02:31:00,5.1610,0.0091,4.4898,1.5243,91.07,92.86,494,4.94,0.05,0.01
02:31:10,4.0750,0.3264,4.4935,1.5252,91.15,92.91,495,4.95,1.33,0.27
02:31:20,5.1610,0.0092,4.4936,1.5253,91.15,92.92,494,4.94,0.05,0.01
02:31:30,3.3450,0.4553,4.4978,1.5265,91.24,92.99,494,4.94,1.52,0.3
02:31:40,5.1620,0.0092,4.4980,1.5266,91.24,92.99,492,4.92,0.05,0.01
02:31:50,3.2730,0.3312,4.5010,1.5275,91.30,93.05,491,4.91,1.08,0.22
02:32:00,5.1610,0.0092,4.5011,1.5275,91.30,93.05,492,4.92,0.05,0.01
02:32:10,4.2560,0.2719,4.5043,1.5283,91.37,93.10,492,4.92,1.16,0.23
02:32:20,5.1620,0.0091,4.5045,1.5283,91.37,93.10,493,4.93,0.05,0.01
02:32:30,5.1600,0.1169,4.5061,1.5286,91.40,93.12,495,4.95,0.6,0.12
02:32:40,5.1620,0.0091,4.5063,1.5286,91.41,93.12,496,4.96,0.05,0.01
02:32:50,3.6970,0.3187,4.5095,1.5295,91.47,93.17,495,4.95,1.18,0.24
02:33:00,5.1620,0.0091,4.5097,1.5295,91.48,93.18,496,4.96,0.05,0.01
02:33:10,3.4660,0.3290,4.5128,1.5305,91.54,93.23,497,4.97,1.14,0.23
02:33:20,5.1620,0.0091,4.5130,1.5305,91.54,93.23,501,5.01,0.05,0.01
02:33:30,3.2740,0.3857,4.5165,1.5315,91.61,93.30,502,5.02,1.26,0.25
02:33:40,5.1620,0.0092,4.5166,1.5316,91.62,93.30,506,5.06,0.05,0.01
02:33:50,5.0450,0.2879,4.5206,1.5324,91.70,93.35,505,5.05,1.45,0.28
02:34:00,5.1620,0.0092,4.5208,1.5324,91.70,93.35,504,5.04,0.05,0.01
02:34:10,5.1620,0.0092,4.5209,1.5324,91.70,93.35,504,5.04,0.05,0.01
02:34:20,5.1620,0.0092,4.5210,1.5325,91.71,93.35,504,5.04,0.05,0.01
02:34:30,5.1620,0.0091,4.5212,1.5325,91.71,93.36,503,5.03,0.05,0.01
02:34:40,5.1620,0.0092,4.5213,1.5325,91.71,93.36,500,5.0,0.05,0.01
02:34:50,5.1620,0.0092,4.5214,1.5325,91.71,93.36,502,5.02,0.05,0.01
02:35:00,5.1620,0.0092,4.5216,1.5326,91.72,93.36,509,5.09,0.05,0.01
02:35:10,5.1620,0.0091,4.5217,1.5326,91.72,93.36,511,5.11,0.05,0.01
02:35:20,5.1290,0.1344,4.5236,1.5330,91.76,93.38,514,5.14,0.69,0.13
02:35:30,5.1620,0.0091,4.5237,1.5330,91.76,93.39,516,5.16,0.05,0.01
02:35:40,3.4760,0.4045,4.5277,1.5341,91.84,93.45,516,5.16,1.41,0.27
02:35:50,5.1620,0.0092,4.5278,1.5341,91.84,93.46,516,5.16,0.05,0.01
02:36:00,3.8680,0.3847,4.5319,1.5352,91.93,93.52,515,5.15,1.49,0.29
02:36:10,5.1620,0.0091,4.5320,1.5352,91.93,93.52,518,5.18,0.05,0.01
02:36:20,3.3260,0.5257,4.5369,1.5367,92.03,93.61,521,5.21,1.75,0.33
02:36:30,5.1620,0.0091,4.5370,1.5367,92.03,93.61,521,5.21,0.05,0.01
02:36:40,5.0270,0.2568,4.5406,1.5374,92.10,93.66,521,5.21,1.29,0.25
02:36:50,5.1620,0.0092,4.5408,1.5374,92.11,93.66,520,5.2,0.05,0.01
02:37:00,5.1620,0.0091,4.5409,1.5375,92.11,93.66,503,5.03,0.05,0.01
02:37:10,5.1620,0.0091,4.5410,1.5375,92.11,93.66,510,5.1,0.05,0.01
02:37:20,5.1620,0.0091,4.5411,1.5375,92.11,93.66,519,5.19,0.05,0.01
02:37:30,4.7410,0.2790,4.5448,1.5383,92.19,93.71,518,5.18,1.32,0.25
02:37:40,5.1620,0.0092,4.5450,1.5383,92.19,93.71,517,5.17,0.05,0.01
02:37:50,5.1440,0.0884,4.5462,1.5386,92.22,93.73,517,5.17,0.45,0.09
02:38:00,5.1620,0.0092,4.5463,1.5386,92.22,93.73,515,5.15,0.05,0.01
02:38:10,3.7160,0.3494,4.5500,1.5396,92.29,93.79,513,5.13,1.3,0.25
02:38:20,5.1620,0.0091,4.5501,1.5396,92.30,93.79,513,5.13,0.05,0.01
02:38:30,3.4750,0.3299,4.5533,1.5405,92.36,93.84,510,5.1,1.15,0.22
02:38:40,5.1620,0.0092,4.5534,1.5405,92.36,93.85,508,5.08,0.05,0.01
02:38:50,5.0530,0.2289,4.5566,1.5412,92.43,93.88,506,5.06,1.16,0.23
02:39:00,5.1620,0.0092,4.5567,1.5412,92.43,93.89,505,5.05,0.05,0.01
02:39:10,3.5500,0.2886,4.5596,1.5420,92.49,93.93,505,5.05,1.02,0.2
02:39:20,5.1620,0.0092,4.5597,1.5420,92.49,93.94,506,5.06,0.05,0.01
02:39:30,5.0500,0.2842,4.5637,1.5428,92.57,93.98,503,5.03,1.44,0.28
02:39:40,5.1620,0.0091,4.5638,1.5428,92.57,93.99,499,4.99,0.05,0.01
02:39:50,5.1610,0.0281,4.5642,1.5429,92.58,93.99,493,4.93,0.15,0.03
02:40:00,5.1620,0.0091,4.5644,1.5429,92.59,93.99,490,4.9,0.05,0.01
02:40:10,4.1600,0.2630,4.5674,1.5437,92.65,94.04,495,4.95,1.09,0.22
02:40:20,5.1620,0.0092,4.5675,1.5437,92.65,94.04,496,4.96,0.05,0.01
02:40:30,5.1600,0.1498,4.5697,1.5441,92.69,94.06,496,4.96,0.77,0.15
02:40:40,5.1620,0.0092,4.5698,1.5441,92.70,94.07,494,4.94,0.05,0.01
02:40:50,3.5280,0.2737,4.5725,1.5449,92.75,94.11,495,4.95,0.97,0.19
02:41:00,5.1620,0.0090,4.5726,1.5449,92.75,94.11,497,4.97,0.05,0.01
02:41:10,4.5440,0.2614,4.5759,1.5456,92.82,94.16,497,4.97,1.19,0.24
02:41:20,5.1620,0.0092,4.5761,1.5457,92.82,94.16,495,4.95,0.05,0.01
02:41:30,5.1600,0.0724,4.5771,1.5459,92.84,94.17,495,4.95,0.37,0.07
02:41:40,5.1620,0.0092,4.5772,1.5459,92.85,94.17,492,4.92,0.05,0.01
02:41:50,5.1620,0.0091,4.5774,1.5459,92.85,94.17,489,4.89,0.05,0.01
02:42:00,5.1610,0.0092,4.5775,1.5459,92.85,94.18,486,4.86,0.05,0.01
02:42:10,5.1610,0.0091,4.5776,1.5460,92.85,94.18,482,4.82,0.05,0.01
02:42:20,5.1610,0.0092,4.5778,1.5460,92.86,94.18,482,4.82,0.05,0.01
02:42:30,5.1000,0.1688,4.5802,1.5465,92.91,94.21,481,4.81,0.86,0.18
02:42:40,5.1610,0.0091,4.5803,1.5465,92.91,94.21,479,4.79,0.05,0.01
02:42:50,5.1600,0.0676,4.5813,1.5467,92.93,94.22,479,4.79,0.35,0.07
02:43:00,5.1610,0.0092,4.5814,1.5467,92.93,94.22,478,4.78,0.05,0.01
02:43:10,5.1610,0.0375,4.5819,1.5468,92.94,94.23,478,4.78,0.19,0.04
02:43:20,5.1610,0.0092,4.5821,1.5468,92.94,94.23,477,4.77,0.05,0.01
02:43:30,5.1610,0.0091,4.5822,1.5469,92.95,94.23,477,4.77,0.05,0.01
02:43:40,5.1610,0.0092,4.5823,1.5469,92.95,94.23,475,4.75,0.05,0.01
02:43:50,4.0410,0.2857,4.5855,1.5477,93.01,94.28,474,4.74,1.15,0.24
02:44:00,5.1610,0.0091,4.5857,1.5477,93.02,94.28,474,4.74,0.05,0.01
02:44:10,4.2630,0.3236,4.5895,1.5486,93.09,94.34,472,4.72,1.38,0.29
02:44:20,5.1610,0.0091,4.5896,1.5486,93.10,94.34,471,4.71,0.05,0.01
02:44:30,4.5060,0.3122,4.5935,1.5495,93.18,94.39,470,4.7,1.41,0.3
02:44:40,5.1610,0.0091,4.5937,1.5495,93.18,94.39,468,4.68,0.05,0.01
02:44:50,4.6970,0.3165,4.5978,1.5504,93.26,94.45,466,4.66,1.49,0.32
02:45:00,5.1610,0.0091,4.5979,1.5504,93.27,94.45,465,4.65,0.05,0.01
02:45:10,4.8210,0.2756,4.6016,1.5512,93.34,94.50,465,4.65,1.33,0.28
02:45:20,5.1610,0.0092,4.6017,1.5512,93.34,94.50,464,4.64,0.05,0.01
02:45:30,5.1610,0.0092,4.6019,1.5512,93.35,94.50,464,4.64,0.05,0.01
02:45:40,5.1620,0.0091,4.6020,1.5513,93.35,94.50,464,4.64,0.05,0.01
02:45:50,4.0670,0.2827,4.6052,1.5521,93.41,94.55,461,4.61,1.15,0.25
02:46:00,5.1620,0.0092,4.6053,1.5521,93.42,94.55,460,4.6,0.05,0.01
02:46:10,5.1620,0.0091,4.6055,1.5521,93.42,94.55,458,4.58,0.05,0.01
02:46:20,3.5180,0.2725,4.6081,1.5529,93.47,94.60,458,4.58,0.96,0.21
02:46:30,5.1620,0.0092,4.6082,1.5529,93.48,94.60,456,4.56,0.05,0.01
02:46:40,5.1620,0.0092,4.6084,1.5529,93.48,94.60,455,4.55,0.05,0.01
02:46:50,3.3220,0.3521,4.6116,1.5539,93.54,94.66,455,4.55,1.17,0.25
02:47:00,5.1620,0.0092,4.6118,1.5539,93.55,94.66,453,4.53,0.05,0.01
02:47:10,5.1620,0.0091,4.6119,1.5539,93.55,94.66,453,4.53,0.05,0.01
02:47:20,5.1620,0.0092,4.6120,1.5540,93.55,94.66,453,4.53,0.05,0.01
02:47:30,2.4080,0.3637,4.6145,1.5550,93.60,94.73,452,4.52,0.88,0.19
02:47:40,5.1620,0.0090,4.6146,1.5550,93.60,94.73,450,4.5,0.05,0.01
02:47:50,5.1620,0.0221,4.6149,1.5551,93.61,94.73,448,4.48,0.11,0.02
02:48:00,2.5800,0.3202,4.6172,1.5560,93.66,94.79,447,4.47,0.83,0.18
02:48:10,5.1620,0.0092,4.6173,1.5560,93.66,94.79,447,4.47,0.05,0.01
02:48:20,5.1620,0.0092,4.6175,1.5560,93.66,94.79,445,4.45,0.05,0.01
02:48:30,5.1620,0.0091,4.6176,1.5560,93.67,94.79,445,4.45,0.05,0.01
02:48:40,2.7170,0.3323,4.6201,1.5570,93.72,94.85,445,4.45,0.9,0.2
02:48:50,5.1620,0.0090,4.6202,1.5570,93.72,94.85,443,4.43,0.05,0.01
02:49:00,5.1620,0.0091,4.6204,1.5570,93.72,94.85,443,4.43,0.05,0.01
02:49:10,5.0850,0.2279,4.6236,1.5576,93.79,94.89,443,4.43,1.16,0.26
02:49:20,3.8840,0.2855,4.6267,1.5584,93.85,94.94,443,4.43,1.11,0.25
02:49:30,5.1620,0.0092,4.6268,1.5585,93.85,94.94,443,4.43,0.05,0.01
02:49:40,5.1620,0.0091,4.6269,1.5585,93.85,94.94,442,4.42,0.05,0.01
02:49:50,5.1620,0.0091,4.6271,1.5585,93.86,94.94,441,4.41,0.05,0.01
02:50:00,2.6190,0.2371,4.6288,1.5592,93.89,94.98,439,4.39,0.62,0.14
02:50:10,5.1620,0.0092,4.6289,1.5592,93.89,94.98,438,4.38,0.05,0.01
02:50:20,5.1620,0.0091,4.6290,1.5592,93.90,94.98,437,4.37,0.05,0.01
02:50:30,5.1630,0.0091,4.6292,1.5592,93.90,94.99,437,4.37,0.05,0.01
02:50:40,3.0240,0.2424,4.6312,1.5599,93.94,95.03,437,4.37,0.73,0.17
02:50:50,5.1620,0.0091,4.6313,1.5599,93.94,95.03,435,4.35,0.05,0.01
02:51:00,5.1620,0.0092,4.6315,1.5600,93.95,95.03,436,4.36,0.05,0.01
02:51:10,2.8850,0.1901,4.6330,1.5605,93.98,95.06,434,4.34,0.55,0.13
02:51:20,5.1620,0.0092,4.6331,1.5605,93.98,95.06,435,4.35,0.05,0.01
02:51:30,5.1620,0.0091,4.6333,1.5605,93.98,95.07,432,4.32,0.05,0.01
02:51:40,5.1630,0.0091,4.6334,1.5606,93.99,95.07,435,4.35,0.05,0.01
02:51:50,2.4350,0.3438,4.6357,1.5615,94.03,95.12,432,4.32,0.84,0.19
02:52:00,5.1620,0.0092,4.6358,1.5615,94.04,95.13,432,4.32,0.05,0.01
02:52:10,5.1620,0.0091,4.6360,1.5616,94.04,95.13,431,4.31,0.05,0.01
02:52:20,5.1620,0.0092,4.6361,1.5616,94.04,95.13,431,4.31,0.05,0.01
02:52:30,2.6560,0.2288,4.6378,1.5622,94.07,95.17,429,4.29,0.61,0.14
02:52:40,5.1620,0.0092,4.6379,1.5623,94.08,95.17,430,4.3,0.05,0.01
02:52:50,5.1630,0.0091,4.6381,1.5623,94.08,95.17,430,4.3,0.05,0.01
02:53:00,5.1620,0.0091,4.6382,1.5623,94.08,95.17,429,4.29,0.05,0.01
02:53:10,5.0680,0.1944,4.6409,1.5629,94.14,95.21,429,4.29,0.99,0.23
02:53:20,5.1620,0.0091,4.6411,1.5629,94.14,95.21,429,4.29,0.05,0.01
02:53:30,5.1620,0.0091,4.6412,1.5629,94.14,95.21,426,4.26,0.05,0.01
02:53:40,4.2850,0.2070,4.6436,1.5635,94.19,95.24,426,4.26,0.89,0.21
02:53:50,5.1350,0.1505,4.6458,1.5639,94.24,95.27,424,4.24,0.77,0.18
02:54:00,5.1620,0.0091,4.6459,1.5639,94.24,95.27,424,4.24,0.05,0.01
02:54:10,5.1600,0.0887,4.6472,1.5642,94.27,95.29,422,4.22,0.46,0.11
02:54:20,4.2270,0.2665,4.6503,1.5649,94.33,95.33,420,4.2,1.13,0.27
02:54:30,5.1620,0.0089,4.6505,1.5649,94.33,95.33,420,4.2,0.05,0.01
02:54:40,5.1620,0.0091,4.6506,1.5650,94.33,95.33,419,4.19,0.05,0.01
02:54:50,4.3110,0.2617,4.6537,1.5657,94.40,95.38,417,4.17,1.13,0.27
02:55:00,5.1400,0.1240,4.6555,1.5660,94.43,95.40,416,4.16,0.64,0.15
02:55:10,5.1620,0.0091,4.6556,1.5661,94.44,95.40,416,4.16,0.05,0.01
02:55:20,4.8830,0.2325,4.6588,1.5667,94.50,95.44,416,4.16,1.14,0.27
02:55:30,4.9490,0.2443,4.6621,1.5674,94.57,95.48,416,4.16,1.21,0.29
02:55:40,5.1620,0.0091,4.6623,1.5674,94.57,95.48,417,4.17,0.05,0.01
02:55:50,5.1620,0.0090,4.6624,1.5674,94.57,95.48,418,4.18,0.05,0.01
02:56:00,3.3450,0.2283,4.6645,1.5681,94.62,95.52,419,4.19,0.76,0.18
02:56:10,5.1620,0.0092,4.6646,1.5681,94.62,95.52,418,4.18,0.05,0.01
02:56:20,5.1620,0.0091,4.6648,1.5681,94.62,95.53,418,4.18,0.05,0.01
02:56:30,5.1620,0.0091,4.6649,1.5681,94.62,95.53,417,4.17,0.05,0.01
02:56:40,2.4530,0.2677,4.6667,1.5689,94.66,95.57,417,4.17,0.66,0.16
02:56:50,5.1620,0.0092,4.6669,1.5689,94.66,95.57,416,4.16,0.05,0.01
02:57:00,5.1620,0.0091,4.6670,1.5689,94.67,95.58,417,4.17,0.05,0.01
02:57:10,5.1610,0.0649,4.6679,1.5691,94.69,95.59,414,4.14,0.33,0.08
02:57:20,4.0540,0.3094,4.6714,1.5700,94.76,95.64,416,4.16,1.25,0.3
02:57:30,5.1620,0.0090,4.6715,1.5700,94.76,95.64,415,4.15,0.05,0.01
02:57:40,3.1200,0.3329,4.6744,1.5709,94.82,95.70,415,4.15,1.04,0.25
02:57:50,5.1620,0.0092,4.6745,1.5709,94.82,95.70,414,4.14,0.05,0.01
02:58:00,5.1620,0.0092,4.6747,1.5710,94.82,95.70,413,4.13,0.05,0.01
02:58:10,5.1620,0.0092,4.6748,1.5710,94.83,95.70,413,4.13,0.05,0.01
02:58:20,3.1390,0.2744,4.6772,1.5718,94.87,95.75,412,4.12,0.86,0.21
02:58:30,5.1620,0.0091,4.6773,1.5718,94.88,95.75,411,4.11,0.05,0.01
02:58:40,5.1620,0.0091,4.6775,1.5718,94.88,95.75,411,4.11,0.05,0.01
02:58:50,4.7550,0.1976,4.6801,1.5724,94.93,95.78,409,4.09,0.94,0.23
02:59:00,5.0640,0.1378,4.6820,1.5727,94.97,95.81,409,4.09,0.7,0.17
02:59:10,5.1620,0.0092,4.6821,1.5728,94.97,95.81,408,4.08,0.05,0.01
02:59:20,5.1620,0.0091,4.6823,1.5728,94.98,95.81,409,4.09,0.05,0.01
02:59:30,2.6000,0.2565,4.6841,1.5735,95.01,95.85,407,4.07,0.67,0.16
02:59:40,5.1620,0.0092,4.6843,1.5735,95.02,95.86,406,4.06,0.05,0.01
02:59:50,5.1620,0.0091,4.6844,1.5736,95.02,95.86,406,4.06,0.05,0.01
03:00:00,2.8360,0.1773,4.6858,1.5741,95.05,95.89,404,4.04,0.5,0.12
03:00:10,5.1620,0.0092,4.6859,1.5741,95.05,95.89,404,4.04,0.05,0.01
03:00:20,5.1620,0.0092,4.6861,1.5741,95.05,95.89,403,4.03,0.05,0.01
03:00:30,5.1610,0.0691,4.6870,1.5743,95.07,95.90,403,4.03,0.36,0.09
03:00:40,4.2520,0.2158,4.6896,1.5749,95.13,95.94,403,4.03,0.92,0.23
03:00:50,5.1620,0.0091,4.6897,1.5749,95.13,95.94,403,4.03,0.05,0.01
03:01:00,5.1620,0.0091,4.6899,1.5749,95.13,95.94,402,4.02,0.05,0.01
03:01:10,3.3430,0.1849,4.6916,1.5755,95.17,95.97,401,4.01,0.62,0.15
03:01:20,5.1620,0.0092,4.6917,1.5755,95.17,95.98,403,4.03,0.05,0.01
03:01:30,5.1620,0.0091,4.6918,1.5755,95.17,95.98,404,4.04,0.05,0.01
03:01:40,3.1550,0.2604,4.6941,1.5762,95.22,96.02,404,4.04,0.82,0.2
03:01:50,5.1620,0.0093,4.6942,1.5763,95.22,96.02,404,4.04,0.05,0.01
03:02:00,5.1620,0.0090,4.6944,1.5763,95.22,96.02,404,4.04,0.05,0.01
03:02:10,5.1620,0.0429,4.6950,1.5764,95.24,96.03,404,4.04,0.22,0.05
03:02:20,3.9630,0.3203,4.6985,1.5773,95.31,96.09,404,4.04,1.27,0.31
03:02:30,5.1620,0.0091,4.6986,1.5773,95.31,96.09,403,4.03,0.05,0.01
03:02:40,5.1600,0.0510,4.6994,1.5775,95.32,96.10,403,4.03,0.26,0.06
03:02:50,4.1680,0.2373,4.7021,1.5781,95.38,96.14,404,4.04,0.99,0.24
03:03:00,5.1620,0.0091,4.7023,1.5781,95.38,96.14,403,4.03,0.05,0.01
03:03:10,5.1610,0.0551,4.7030,1.5783,95.40,96.15,402,4.02,0.28,0.07
03:03:20,4.1060,0.2111,4.7055,1.5789,95.45,96.18,402,4.02,0.87,0.21
03:03:30,5.1630,0.0092,4.7056,1.5789,95.45,96.18,403,4.03,0.05,0.01
03:03:40,5.1620,0.0091,4.7057,1.5789,95.45,96.19,403,4.03,0.05,0.01
03:03:50,3.4010,0.2506,4.7081,1.5796,95.50,96.23,401,4.01,0.85,0.21
03:04:00,5.1630,0.0091,4.7082,1.5797,95.50,96.23,402,4.02,0.05,0.01
03:04:10,5.1630,0.0091,4.7083,1.5797,95.51,96.23,402,4.02,0.05,0.01
03:04:20,5.1630,0.0116,4.7085,1.5797,95.51,96.23,401,4.01,0.06,0.01
03:04:30,3.5100,0.2548,4.7110,1.5804,95.56,96.28,401,4.01,0.89,0.22
03:04:40,5.1630,0.0091,4.7111,1.5804,95.56,96.28,400,4.0,0.05,0.01
03:04:50,5.1620,0.0234,4.7115,1.5805,95.57,96.28,400,4.0,0.12,0.03
03:05:00,3.7740,0.2662,4.7143,1.5812,95.63,96.33,399,3.99,1.0,0.25
03:05:10,5.1630,0.0090,4.7144,1.5813,95.63,96.33,399,3.99,0.05,0.01
03:05:20,5.1630,0.0091,4.7145,1.5813,95.63,96.33,400,4.0,0.05,0.01
03:05:30,3.5640,0.1680,4.7162,1.5818,95.66,96.36,398,3.98,0.6,0.15
03:05:40,5.1630,0.0091,4.7163,1.5818,95.67,96.36,398,3.98,0.05,0.01
03:05:50,5.1630,0.0091,4.7164,1.5818,95.67,96.36,398,3.98,0.05,0.01
03:06:00,5.1630,0.0092,4.7166,1.5818,95.67,96.36,397,3.97,0.05,0.01
03:06:10,5.1630,0.0092,4.7167,1.5819,95.68,96.36,395,3.95,0.05,0.01
03:06:20,2.3460,0.1169,4.7175,1.5822,95.69,96.38,393,3.93,0.27,0.07
03:06:30,4.6170,0.1867,4.7199,1.5827,95.74,96.42,391,3.91,0.86,0.22
03:06:40,5.0360,0.1584,4.7221,1.5832,95.78,96.44,391,3.91,0.8,0.2
03:06:50,5.1580,0.0502,4.7228,1.5833,95.80,96.45,390,3.9,0.26,0.07
03:07:00,5.1630,0.0090,4.7229,1.5833,95.80,96.45,390,3.9,0.05,0.01
03:07:10,5.1630,0.0092,4.7231,1.5833,95.80,96.45,389,3.89,0.05,0.01
03:07:20,5.1640,0.0092,4.7232,1.5834,95.81,96.46,389,3.89,0.05,0.01
03:07:30,5.1640,0.0092,4.7233,1.5834,95.81,96.46,388,3.88,0.05,0.01
03:07:40,5.1640,0.0092,4.7234,1.5834,95.81,96.46,389,3.89,0.05,0.01
03:07:50,5.1640,0.0091,4.7236,1.5834,95.81,96.46,387,3.87,0.05,0.01
03:08:00,5.1640,0.0091,4.7237,1.5835,95.82,96.46,386,3.86,0.05,0.01
03:08:10,5.1640,0.0091,4.7238,1.5835,95.82,96.46,386,3.86,0.05,0.01
03:08:20,5.1640,0.0091,4.7240,1.5835,95.82,96.46,387,3.87,0.05,0.01
03:08:30,5.1640,0.0091,4.7241,1.5835,95.83,96.47,387,3.87,0.05,0.01
03:08:40,5.1640,0.0091,4.7242,1.5836,95.83,96.47,385,3.85,0.05,0.01
03:08:50,5.1640,0.0091,4.7244,1.5836,95.83,96.47,386,3.86,0.05,0.01
03:09:00,5.1640,0.0090,4.7245,1.5836,95.83,96.47,386,3.86,0.05,0.01
03:09:10,3.3000,0.1515,4.7259,1.5840,95.86,96.50,385,3.85,0.5,0.13
03:09:20,2.4040,0.2447,4.7275,1.5847,95.89,96.54,387,3.87,0.59,0.15
03:09:30,2.1330,0.0705,4.7279,1.5849,95.90,96.55,388,3.88,0.15,0.04
03:09:40,2.5040,0.1913,4.7293,1.5854,95.93,96.58,387,3.87,0.48,0.12
03:09:50,3.0520,0.2273,4.7312,1.5861,95.97,96.62,386,3.86,0.69,0.18
03:10:00,3.6050,0.1924,4.7331,1.5866,96.01,96.65,385,3.85,0.69,0.18
03:10:10,4.3730,0.1975,4.7355,1.5872,96.06,96.69,385,3.85,0.86,0.22
03:10:20,5.0540,0.1329,4.7374,1.5875,96.09,96.71,382,3.82,0.67,0.17
03:10:30,5.1640,0.0279,4.7378,1.5876,96.10,96.71,381,3.81,0.14,0.04
03:10:40,5.1640,0.0092,4.7379,1.5876,96.11,96.72,380,3.8,0.05,0.01
03:10:50,5.1640,0.0091,4.7380,1.5877,96.11,96.72,378,3.78,0.05,0.01
03:11:00,5.1640,0.0091,4.7382,1.5877,96.11,96.72,377,3.77,0.05,0.01
03:11:10,5.1640,0.0090,4.7383,1.5877,96.11,96.72,375,3.75,0.05,0.01
03:11:20,5.1640,0.0091,4.7384,1.5877,96.12,96.72,374,3.74,0.05,0.01
03:11:30,5.1640,0.0092,4.7386,1.5878,96.12,96.72,372,3.72,0.05,0.01
03:11:40,5.1640,0.0176,4.7388,1.5878,96.12,96.73,371,3.71,0.09,0.02
03:11:50,4.6490,0.1385,4.7406,1.5882,96.16,96.75,371,3.71,0.64,0.17
03:12:00,3.5430,0.1646,4.7422,1.5887,96.19,96.78,371,3.71,0.58,0.15
03:12:10,2.6990,0.1410,4.7433,1.5890,96.21,96.80,372,3.72,0.38,0.1
03:12:20,2.2740,0.2220,4.7447,1.5897,96.24,96.84,372,3.72,0.5,0.13
